"iso3","year","grant"
"TCA",2000,6.36
"TUV",1995,7.19
"TUV",2002,11.72
"TUV",2005,8.21
"TUV",2018,17.36
"TUV",2017,23.8
"TUV",2006,14.23
"TUV",2001,8.35
"TUV",1997,10.14
"TUV",2008,15.75
"TUV",2009,15.93
"TUV",1996,10.22
"TUV",2000,4.04
"TUV",2012,25.96
"TUV",2013,28.1
"TUV",2014,34.82
"TUV",2019,34.8
"TUV",2004,8.02
"TUV",1998,5.2
"TUV",2011,37.35
"TUV",2007,10.69
"TUV",1999,3.99
"TUV",2016,21.32
"TUV",2003,6.18
"TUV",2015,48
"TUV",2010,13.91
"UGA",2016,1396.08
"UGA",2012,1315.13
"UGA",1996,466.1
"UGA",2015,1230.56
"UGA",1998,669.83
"UGA",2019,1608.4
"UGA",2011,1257.93
"UGA",2017,1584.4
"UGA",2014,1339.23
"UGA",1995,546.75
"UGA",2000,695.23
"UGA",2001,573.95
"UGA",2018,1533.16
"UGA",2013,1263.63
"UGA",2006,4964.77
"UGA",2007,1269.96
"UGA",2008,1405.32
"UGA",1999,506.3
"UGA",1997,492.31
"UGA",2003,763.14
"UGA",2004,1228.77
"UGA",2009,1305.21
"UGA",2002,690.25
"UGA",2010,1257.85
"UGA",2005,1084.72
"UKR",2008,619.51
"UKR",2007,425.62
"UKR",2019,1139.54
"UKR",2011,599.52
"UKR",2012,632.24
"UKR",2009,604.88
"UKR",2006,490.3
"UKR",2018,1153.61
"UKR",2014,1127.35
"UKR",2016,1148.55
"UKR",2010,609.45
"UKR",2017,1090.86
"UKR",2005,414.09
"UKR",2015,998.28
"UKR",2013,642.87
"ARE",1995,6.51
"URY",1998,29.8
"URY",2005,42.24
"URY",2006,35.4
"URY",1999,28.56
"URY",2000,24.73
"URY",2001,22.89
"URY",2010,48.68
"URY",1997,34.11
"URY",2017,21.81
"URY",2012,27.15
"URY",2013,31.37
"URY",2002,25.07
"URY",2011,40.42
"URY",2016,24.98
"URY",2008,47.87
"URY",2009,52.51
"URY",2004,32.88
"URY",2007,49.59
"URY",2015,29.22
"URY",1996,36.19
"URY",1995,47.62
"URY",2014,29.92
"URY",2003,32.74
"UZB",2013,124.6
"UZB",1997,60.73
"UZB",1998,61.48
"UZB",2012,145.83
"UZB",2004,145.62
"UZB",2005,125.49
"UZB",2011,117.88
"UZB",1996,63.11
"UZB",2010,128.14
"UZB",2008,121.86
"UZB",2016,148.3
"UZB",2003,139.74
"UZB",2014,136.94
"UZB",2015,117.13
"UZB",2019,206.24
"UZB",2002,137.32
"UZB",2017,146.01
"UZB",2018,156.15
"UZB",2007,104.34
"UZB",2001,84.73
"UZB",1995,40.62
"UZB",2009,115.13
"UZB",2000,73.52
"UZB",1999,71.93
"UZB",2006,130.84
"VUT",2019,87.8
"VUT",2004,40.1
"VUT",2003,33.99
"VUT",1995,43.99
"VUT",1996,30.77
"VUT",2018,95.25
"VUT",1998,29.23
"VUT",1999,31.72
"VUT",2000,32.64
"VUT",1997,27.34
"VUT",2017,86.57
"VUT",2015,161.74
"VUT",2014,102.3
"VUT",2008,94.4
"VUT",2005,41.66
"VUT",2006,50.99
"VUT",2007,59.16
"VUT",2012,105.89
"VUT",2009,102.22
"VUT",2010,110.76
"VUT",2011,95.17
"VUT",2013,94.52
"VUT",2001,28.28
"VUT",2002,27.65
"VUT",2016,99.74
"VEN",1997,38.53
"VEN",2019,284.26
"VEN",2005,63.3
"VEN",2006,56.71
"VEN",1996,41.69
"VEN",2009,59.05
"VEN",2010,54.86
"VEN",2011,52.32
"VEN",1998,45.14
"VEN",2013,42.15
"VEN",2014,43.22
"VEN",2015,40.64
"VEN",2012,50.8
"VEN",2018,149
"VEN",2004,51.39
"VEN",2000,62.09
"VEN",2001,39.9
"VEN",2007,66.9
"VEN",2008,58.55
"VEN",2017,89.07
"VEN",2016,46.94
"VEN",1999,35.17
"VEN",2003,54.69
"VEN",1995,52.55
"VEN",2002,48.61
"VNM",2019,610.65
"VNM",1996,465.51
"VNM",1997,465.08
"VNM",2018,691.78
"VNM",2017,702.72
"VNM",2004,708.37
"VNM",1995,563.25
"VNM",2007,1002.2
"VNM",2008,1085.99
"VNM",2005,813.51
"VNM",2006,902.19
"VNM",1999,468.14
"VNM",2000,482.49
"VNM",2009,959.49
"VNM",1998,440.16
"VNM",2016,727.74
"VNM",2003,610.33
"VNM",2012,1024.65
"VNM",2001,512.49
"VNM",2010,1030.57
"VNM",2011,1057.95
"VNM",2014,893.44
"VNM",2002,488.17
"VNM",2015,760.67
"VNM",2013,1019.26
"FSM",1996,1.56
"FSM",1995,0.95
"FSM",2000,52.14
"FSM",1997,0.55
"FSM",1999,50.4
"FSM",2007,117.68
"FSM",2008,131.14
"FSM",1998,47.28
"FSM",2006,101.7
"FSM",2011,130.76
"FSM",2012,120.62
"FSM",2009,118.28
"FSM",2010,128.04
"FSM",2002,52.73
"FSM",2003,55.5
"FSM",2013,106.19
"FSM",2001,50.33
"FSM",2019,114.88
"FSM",2015,80.17
"FSM",2016,86.26
"FSM",2004,71.2
"FSM",2014,98.55
"FSM",2018,49.46
"FSM",2005,69.09
"FSM",2017,91.11
"YEM",2001,192.65
"YEM",2002,166.47
"YEM",2004,238.9
"YEM",2005,217.71
"YEM",2006,208.67
"YEM",2003,193.57
"YEM",1999,209.57
"YEM",2000,261.39
"YEM",2014,890.71
"YEM",2015,1853.9
"YEM",2016,2361.43
"YEM",2017,2759.57
"YEM",2018,7721.17
"YEM",2019,4066.21
"YEM",2007,235.25
"YEM",2008,358.81
"YEM",1995,159.54
"YEM",1996,174.22
"YEM",1997,197.41
"YEM",1998,207.18
"YEM",2012,654.1
"YEM",2013,1063.16
"YEM",2009,464.82
"YEM",2010,587.74
"YEM",2011,528.94
"ZMB",2000,522.81
"ZMB",1997,382.6
"ZMB",1998,353.36
"ZMB",1999,439.17
"ZMB",2004,972.26
"ZMB",2001,588.71
"ZMB",2002,698.12
"ZMB",2003,927.05
"ZMB",1995,522.53
"ZMB",1996,413.02
"ZMB",2010,785.56
"ZMB",2011,949.5
"ZMB",2012,870.82
"ZMB",2013,1068.24
"ZMB",2014,875.9
"ZMB",2015,696.25
"ZMB",2016,791.26
"ZMB",2017,967.73
"ZMB",2018,894.38
"ZMB",2019,789.19
"ZMB",2006,4713.77
"ZMB",2007,924.38
"ZMB",2008,1030.63
"ZMB",2009,957.36
"ZMB",2005,1905.86
"ZWE",2000,187.81
"ZWE",2001,163.18
"ZWE",2002,200.29
"ZWE",1999,225.78
"ZWE",2004,213.87
"ZWE",2005,382.15
"ZWE",2006,287.9
"ZWE",2003,201.54
"ZWE",1995,439.77
"ZWE",1996,317.93
"ZWE",1997,238.02
"ZWE",1998,251.73
"ZWE",2012,1012.38
"ZWE",2013,845.41
"ZWE",2014,760.08
"ZWE",2015,814.97
"ZWE",2016,753.12
"ZWE",2017,728.32
"ZWE",2018,793.48
"ZWE",2019,990.91
"ZWE",2007,477.84
"ZWE",2008,616.6
"ZWE",2009,736.66
"ZWE",2010,721.64
"ZWE",2011,724.45
